N,P,K,temperature,humidity,ph,rainfall,soil_fertility,climate_index,label
-1.3359361847627143,0.41749900978360655,-0.5350912573301183,0.3782743876362238,-0.489415579279096,0.10545676633047221,-1.0061384494659253,-0.7847848136040972,-0.26269105212716537,jute
1.797537726715599,0.8743548660603148,-0.061708786390361155,-0.056432368312301896,0.35242142837639784,-1.1024308715862232,0.037615108413492276,1.1498236239389983,0.21883716282621707,pomegranate
-1.3089234786292805,0.2347566672729233,-0.5548155269526082,-0.6719997202358595,-2.1733039468211164,-0.662710050821127,-0.4861212050178631,-0.8596728821541526,-1.9025964545749874,chickpea
-0.28244064555879866,0.7525266377198593,-0.5548155269526082,-1.2485057736373726,-2.271540071626269,-1.0318415334702502,-0.42221807427700636,-0.1731989204453122,-2.0585938190447517,rice
-1.173859947962112,-1.0139826732167458,-0.7126096839325272,-1.7658989905526878,1.047107329068561,0.007106583955190574,0.12173766485583884,-1.408852051521225,-0.40323919273463893,
-0.8767201804943408,-1.0444397303018598,-0.416745639595179,0.4239092192928527,-0.8570621953270566,-2.18784119401139,-0.16819615423766557,-1.0968184325626613,-0.5650124222563624,mungbean
1.365334428580659,-1.1053538444720874,0.13553390983453764,-0.23651288074413293,0.7041409337886138,-0.02353906022338658,-1.0684799543666903,0.2636481460966771,0.3859006739485248,grapes
-0.5255550007597022,-0.06981390357821553,-0.4561941788401588,0.3811189686240803,0.6342645501122122,0.937086211953572,-0.9159868041400998,-0.5601206079539315,0.716153192468768,lentil
1.0411819549794543,0.11292843893246776,-0.10115732563534091,0.25996780525704005,0.07895964679568429,0.6818897905697167,1.3442157808457487,0.463349662230158,0.1685991484870913,
-0.5795804130265697,-1.3794673582381125,-0.3970213699726891,0.2512296049368045,0.9105553633357283,-0.4760528433469162,2.0209715968376303,-1.0843370878043186,0.8699460230061583,
0.257813477109876,-0.16118507483355718,-0.18005440412530044,-0.2538992931375357,0.39771378470943697,0.7379746699390791,2.3243859307459966,-0.06086681762022923,0.1398055299444173,mango
-0.9037328866277745,-1.1358109015572013,-0.6731611446875475,-1.7929015400020656,0.9310263135874286,0.2007892394785257,-0.0074757160506816155,-1.3090012934544846,-0.48196887479255146,
-0.6606185314268709,-0.8007832736209487,-0.752058223177507,0.4851592073651483,0.9639442495967345,-0.5023874846553777,0.19614983097880143,-1.1092997773210038,1.0732194090964033,
-0.012313584224461311,0.052014324762239994,-0.6337126054425677,0.6306656615030709,-0.27401235489158465,1.4329068020964242,-0.7477798360360705,-0.3853817813371355,0.04443922251774545,grapes
-0.1743898210250637,-0.19164213191867105,-0.061708786390361155,2.5661803247833515,1.045694968264994,0.1413718300630045,2.0888346366245725,-0.19816160996199722,2.578356086263299,
-1.1468472418286781,-0.4962127027698099,-0.29840002186023973,0.48691470222635025,-0.7395486222026532,-0.44029947386585927,-0.10738748334310677,-0.9220796059458655,-0.43679722734397347,coffee
1.8245504328490327,-0.9835256161316319,-0.2786757522377498,-0.23374858269966556,-0.30139110865113977,0.9854015810987975,0.29620798752901273,0.2636481460966771,-0.38706143184145475,
-0.6606185314268709,-1.0748967873869737,-0.12088159525783079,-1.1430262850038293,0.8173648283318012,0.5679303744993403,0.08868995539588212,-0.822228847879125,-0.1174785302918297,coffee
-0.5795804130265697,0.11292843893246776,-0.5548155269526082,0.0052029084113221335,-0.929466986331789,-0.7639464986575342,-0.9091900053242252,-0.5726019527122739,-0.7828689495163996,maize
1.5003979592478278,-0.13072801774844328,-0.47591844846264864,-0.4965251521123997,0.22580350324724072,0.6620507130573594,-0.23123990444854234,0.3385362146467324,-0.12690822581697522,
-0.3364660578256661,0.44795606686872047,0.11580964021204777,0.7326363910922938,0.869813892508029,0.3472549926592502,1.7961308707449377,0.10139066423822406,1.1530653846620862,
-0.6336058252934371,0.2347566672729233,-0.6534368750650575,-0.06201122198827965,-0.19480211138220363,0.6293876467502751,-1.001143269279355,-0.6100459869873015,-0.22120017080064613,papaya
1.5814360776481289,0.7829836948049731,-0.061708786390361155,0.4068016884981886,0.37011608814034785,0.026181947884295433,0.09662245238397668,1.0125288315972305,0.5012179207016014,blackgram
1.8515631389824665,-1.470838529493454,0.13553390983453764,0.8012081242730205,1.0261683418006025,-0.3879804969995771,-1.3923915605690906,0.3385362146467324,1.3449803805669331,chickpea
1.1492327795131891,0.14338549601758163,-0.19977867374779032,-0.9695273462959971,0.5536147914972783,0.5963200032414225,3.206213514795102,0.463349662230158,-0.17623926432231757,apple
1.1492327795131891,0.08247138184735388,-0.12088159525783079,-0.33681373994302594,0.484142254392379,1.1768168513134052,1.669432105381127,0.488312351746843,0.1565694351146467,mango
-0.36347876395909984,-1.470838529493454,-0.2786757522377498,0.041340837927240755,1.0055379027233502,-0.8903189021690502,0.8929291637675408,-0.9470422954625506,0.8074535877575203,
1.3113090163137915,-0.10027096066332941,-0.6534368750650575,-1.4512042611270388,-0.015505720630434242,-1.1555165369439435,-0.27801045388058715,0.1513160432715941,-0.7957753984062182,muskmelon
2.0406520819165026,-0.22209918900378495,-0.4561941788401588,-0.22338021337513583,0.4604548967083756,0.37082727059686743,-0.7744567034639551,0.5632004202968987,0.20605845098527684,
-0.6336058252934371,-1.3185532440678847,-0.29840002186023973,0.43486580652306794,1.1690427267729608,-0.004969640785708446,0.9227411634491113,-1.0219303640126058,1.2194802102726168,
1.689486902181864,-0.46575564568469596,-0.4561941788401588,-0.6991064831401324,0.360567847348748,1.183910338142231,-0.23534280037394997,0.3010921803717047,-0.14580552738468758,
-0.4175041762259673,2.366750663230895,3.05472581396304,-0.6157909182608029,1.0089366477362092,-0.7427873881303965,-0.011498938961652739,2.7099917187318177,0.36174484415414065,
